,Turn,Civ1,Civ2,Relation,Value,Cable
0,151,Iroquois,Singapore,Conquerability,favorable,We figure Singapore to be a favorable target for attack
0,152,Korea,Songhai,Conquerability, bad,We see the hope of forcefully dominating the Songhai to be bad
0,152,Songhai,Ife,Conquerability,average,We esteem the likelihood of conquering Ife to be average
0,153,Germany,Korea,Conquerability, bad,We estimate the Koreans to be a bad target for attack
0,154,Songhai,Iroquois,Conquerability,average,We estimate the Iroquois to be an average target for attack
0,154,Inca,Korea,Conquerability, bad,We imagine the prospect of conquering the Koreans to be bad
0,155,Songhai,Morocco,Conquerability,average,We estimate the Moroccans to be an average target for attack
0,155,Inca,Yerevan,Conquerability,favorable,We esteem the hope of forcefully dominating Yerevan to be favorable
0,155,Korea,Florence,Conquerability,soft,We regard Florence to be a soft target for attack
0,156,Songhai,Germany,Conquerability,average,We estimate the Germans to be an average target for attack
0,156,Morocco,Iroquois,Conquerability,average,We look at the prospect of forcefully dominating the Iroquois to be average
0,156,Iroquois,Korea,Conquerability, bad,We regard the probability of forcefully dominating the Koreans to be bad
0,157,Morocco,Iroquois,Conquerability,average,The Moroccans imagine the hope of forcefully dominating the Iroquois to be average
0,157,Korea,Iroquois,Conquerability,average,We esteem the feasibility of taking over the Iroquois to be average
0,157,Iroquois,Songhai,Conquerability,average,We regard the Songhai to be an average target for attack
0,158,Germany,Korea,Conquerability,average,The Germans perceive the Koreans to be an average target for attack
0,158,Iroquois,Korea,Conquerability, bad,We report the Koreans to be a bad target for attack
0,158,Morocco,Kyzyl,Conquerability,favorable,We see the chance of conquering Kyzyl to be favorable
0,159,Inca,Germany,Conquerability,favorable,We believe the Germans to be a favorable target for attack
0,160,Songhai,Panama City,Conquerability,average,We report Panama City to be an average target for attack
0,161,Songhai,Iroquois,Conquerability,average,We acknowledge the probability of conquering the Iroquois to be average
0,161,Germany,Mombasa,Conquerability,average,We consider the hope of forcefully dominating Mombasa to be average
0,162,Inca,Korea,Conquerability,average,We figure the Koreans to be an average target for attack
0,162,Korea,Germany,Conquerability, bad,We esteem the probability of taking over the Germans to be bad
0,162,Iroquois,Florence,Conquerability,favorable,We believe Florence to be a favorable target for attack
0,163,Germany,Morocco,Conquerability, bad,We regard the feasibility of conquering the Moroccans to be bad
0,163,Iroquois,Korea,Conquerability,average,The Iroquois perceive the prospect of taking over the Koreans to be average
0,163,Songhai,Yerevan,Conquerability,average,We report Yerevan to be an average target for attack
0,164,Morocco,Iroquois,Conquerability,average,We figure the Iroquois to be an average target for attack
0,164,Inca,Panama City,Conquerability,favorable,We figure Panama City to be a favorable target for attack
0,165,Songhai,Inca,Conquerability, bad,We figure the Incas to be a bad target for attack
0,165,Korea,Iroquois,Conquerability,favorable,The Koreans report the Iroquois to be a favorable target for attack
0,165,Korea,Morocco,Conquerability,average,We perceive the Moroccans to be an average target for attack
0,165,Songhai,Morocco,Conquerability,average,The Songhai figure the Moroccans to be an average target for attack
0,165,Iroquois,Morocco,Conquerability,average,We perceive the Moroccans to be an average target for attack
0,165,Germany,Korea,Conquerability, bad,The Germans see the hope of conquering the Koreans to be bad
0,166,Korea,Songhai,Conquerability,favorable,We see the likelihood of conquering the Songhai to be favorable
0,167,Morocco,Korea,Conquerability, bad,We look at the likelihood of forcefully dominating the Koreans to be bad
0,168,Songhai,Iroquois,Conquerability, bad,We regard the Iroquois to be a bad target for attack
0,168,Iroquois,Kyzyl,Conquerability,average,We perceive Kyzyl to be an average target for attack
0,169,Iroquois,Korea,Conquerability, bad,The Iroquois figure the Koreans to be a bad target for attack
0,169,Germany,Kathmandu,Conquerability,favorable, We report Kathmandu to be a favorable target for attack
0,170,Germany,Songhai,Conquerability, bad,We acknowledge the possibility of taking over the Songhai to be bad
0,170,Germany,Morocco,Conquerability, bad,We look at the possibility of forcefully dominating the Moroccans to be bad
0,170,Germany,Iroquois,Conquerability, bad,We consider the prospect of conquering the Iroquois to be bad
0,170,Inca,Budapest,Conquerability,favorable,We regard the probability of conquering Budapest to be favorable
0,171,Morocco,Germany,Conquerability,favorable,We esteem the hope of taking over the Germans to be favorable
0,171,Germany,Inca,Conquerability, bad,We figure the Incas to be a bad target for attack
0,171,Songhai,Mombasa,Conquerability,average,We consider Mombasa to be an average target for attack
0,172,Morocco,Iroquois,Conquerability,average,We figure the Iroquois to be an average target for attack
0,172,Iroquois,Morocco,Conquerability, bad,We perceive the possibility of conquering the Moroccans to be bad
0,172,Inca,Bogota,Conquerability,favorable,We perceive the feasibility of forcefully dominating Bogota to be favorable
0,174,Songhai,Germany,Conquerability,favorable,We esteem the possibility of taking over the Germans to be favorable
0,174,Korea,Iroquois,Conquerability,favorable,We perceive the Iroquois to be a favorable target for attack
0,174,Germany,Mombasa,Conquerability,average,We regard the possibility of forcefully dominating Mombasa to be average
0,174,Iroquois,Yerevan,Conquerability,favorable,We consider the prospect of conquering Yerevan to be favorable
0,175,Songhai,Iroquois,Conquerability,average, We report the Iroquois to be an average target for attack
0,176,Inca,Kathmandu,Conquerability,favorable,We regard Kathmandu to be a favorable target for attack
0,177,Inca,Iroquois,Conquerability,average,We estimate the Iroquois to be an average target for attack
0,177,Inca,Morocco,Conquerability,average,The Incas perceive the feasibility of taking over the Moroccans to be average
0,177,Iroquois,Songhai,Conquerability, bad,We estimate the Songhai to be a bad target for attack
0,177,Songhai,Panama City,Conquerability,average, We estimate Panama City to be an average target for attack
0,178,Morocco,Germany,Conquerability,average,The Moroccans perceive the Germans to be an average target for attack
0,179,Songhai,Morocco,Conquerability,average,We esteem the chance of conquering the Moroccans to be average
0,179,Korea,Inca,Conquerability,favorable,We estimate the Incas to be a favorable target for attack
0,179,Iroquois,Morocco,Conquerability,average,We regard the feasibility of forcefully dominating the Moroccans to be average
0,179,Inca,Ife,Conquerability,average,We see the probability of taking over Ife to be average
0,179,Iroquois,Ife,Conquerability,favorable,We imagine the hope of conquering Ife to be favorable
0,180,Korea,Songhai,Conquerability,favorable,We believe the Songhai to be a favorable target for attack
0,180,Songhai,Yerevan,Conquerability,average,We figure Yerevan to be an average target for attack
0,182,Inca,Germany,Conquerability, bad,The Incas report the Germans to be a bad target for attack
0,182,Morocco,Inca,Conquerability, bad,We consider the Incas to be a bad target for attack
0,183,Songhai,Inca,Conquerability, bad,We report the Incas to be a bad target for attack
0,183,Songhai,Germany,Conquerability,average,We report the Germans to be an average target for attack
0,183,Iroquois,Inca,Conquerability,average,We look at the possibility of taking over the Incas to be average
0,183,Songhai,Budapest,Conquerability,favorable,We consider Budapest to be a favorable target for attack
0,184,Morocco,Bogota,Conquerability,favorable,We believe Bogota to be a favorable target for attack
0,185,Morocco,Germany,Conquerability, bad,We perceive the Germans to be a bad target for attack
0,185,Korea,Iroquois,Conquerability,favorable,We figure the Iroquois to be a favorable target for attack
0,185,Songhai,Kathmandu,Conquerability,soft,We consider Kathmandu to be a soft target for attack
0,185,Morocco,Yerevan,Conquerability,average, We figure Yerevan to be an average target for attack
0,185,Germany,Yerevan,Conquerability,favorable,We imagine the chance of forcefully dominating Yerevan to be favorable
0,185,Korea,Kathmandu,Conquerability,soft,We perceive Kathmandu to be a soft target for attack
0,186,Germany,Korea,Conquerability, bad,We believe the Koreans to be a bad target for attack
0,188,Inca,Songhai,Conquerability,average,The Incas consider the Songhai to be an average target for attack
0,188,Germany,Kathmandu,Conquerability,soft,We report Kathmandu to be a soft target for attack
0,189,Inca,Germany,Conquerability, bad,We consider the Germans to be a bad target for attack
0,189,Korea,Inca,Conquerability,favorable,We esteem the hope of taking over the Incas to be favorable
0,189,Morocco,Inca,Conquerability, bad,The Moroccans report the Incas to be a bad target for attack
0,189,Songhai,Korea,Conquerability,average,Our intelligence officers regard the Koreans as an average target
0,189,Songhai,Korea,Conquerability,average,We consider the Koreans to be an average target for attack
0,189,Korea,Songhai,Conquerability,average,Our sources acknowledge the Songhai as an average target
0,190,Inca,Songhai,Conquerability, bad,We figure the Songhai to be a bad target for attack
0,190,Iroquois,Korea,Conquerability, bad,We regard the chance of forcefully dominating the Koreans to be bad
0,190,Songhai,Iroquois,Conquerability,favorable,Our spies acknowledge the Iroquois as a favorable target
0,190,Songhai,Bogota,Conquerability,soft,We perceive Bogota to be a soft target for attack
0,190,Inca,Kathmandu,Conquerability,favorable,We estimate Kathmandu to be a favorable target for attack
0,191,Germany,Morocco,Conquerability,average,We acknowledge the feasibility of conquering the Moroccans to be average
0,191,Inca,Singapore,Conquerability,favorable,We regard the prospect of taking over Singapore to be favorable
0,192,Iroquois,Kathmandu,Conquerability,favorable,We perceive Kathmandu to be a favorable target for attack
0,193,Inca,Iroquois,Conquerability,favorable,We perceive the possibility of forcefully dominating the Iroquois to be favorable
0,193,Morocco,Inca,Conquerability,impossible,We report the Incas to be an impossible target for attack
0,193,Songhai,Korea,Conquerability,average,The Songhai consider the prospect of taking over the Koreans to be average
0,194,Germany,Songhai,Conquerability,average,We imagine the feasibility of conquering the Songhai to be average
0,194,Iroquois,Inca,Conquerability, bad,We estimate the Incas to be a bad target for attack
0,194,Korea,Morocco,Conquerability,favorable,Our diplomatic cables look at the Moroccans as a favorable target
0,195,Songhai,Korea,Conquerability, bad,We consider the probability of conquering the Koreans to be bad
0,195,Inca,Morocco,Conquerability,average,We believe the Moroccans to be an average target for attack
0,195,Songhai,Iroquois,Conquerability,favorable,The Songhai imagine the feasibility of forcefully dominating the Iroquois to be favorable
0,195,Germany,Inca,Conquerability, bad,We figure the Incas to be a bad target for attack
0,196,Iroquois,Bogota,Conquerability,average,We perceive Bogota to be an average target for attack
0,197,Germany,Korea,Conquerability,impossible,We esteem the hope of conquering the Koreans to be impossible
0,197,Songhai,Florence,Conquerability,favorable,We consider Florence to be a favorable target for attack
0,197,Inca,Ife,Conquerability,average,We perceive Ife to be an average target for attack
0,198,Korea,Germany,Conquerability,soft,We report the Germans to be a soft target for attack
0,198,Iroquois,Songhai,Conquerability,average,We figure the Songhai to be an average target for attack
0,198,Iroquois,Korea,Conquerability, bad,We figure the Koreans to be a bad target for attack
0,198,Morocco,Kyzyl,Conquerability,average,We acknowledge the possibility of taking over Kyzyl to be average
0,199,Inca,Germany,Conquerability, bad,We consider the Germans to be a bad target for attack
0,199,Morocco,Germany,Conquerability, bad,We esteem the likelihood of forcefully dominating the Germans to be bad
0,199,Inca,Yerevan,Conquerability,average,We consider the possibility of forcefully dominating Yerevan to be average
0,199,Iroquois,Singapore,Conquerability, bad,We figure Singapore to be a bad target for attack
0,200,Iroquois,Morocco,Conquerability, bad,We consider the Moroccans to be a bad target for attack
0,200,Morocco,Florence,Conquerability,favorable,We believe Florence to be a favorable target for attack
0,200,Korea,Budapest,Conquerability,average,We report Budapest to be an average target for attack
0,200,Iroquois,Yerevan,Conquerability, bad,We see the possibility of forcefully dominating Yerevan to be bad
0,202,Songhai,Korea,Conquerability,impossible,We believe the Koreans to be an impossible target for attack
0,202,Inca,Korea,Conquerability, bad,We regard the hope of forcefully dominating the Koreans to be bad
0,202,Germany,Songhai,Conquerability,favorable,We consider the prospect of taking over the Songhai to be favorable
0,202,Korea,Songhai,Conquerability,soft,We imagine the probability of taking over the Songhai to be soft
0,203,Germany,Inca,Conquerability, bad,We esteem the possibility of taking over the Incas to be bad
0,203,Songhai,Budapest,Conquerability,impossible,We perceive the chance of forcefully dominating Budapest to be impossible
0,204,Songhai,Iroquois,Conquerability,average,We esteem the feasibility of forcefully dominating the Iroquois to be average
0,205,Germany,Morocco,Conquerability,average,We look at the possibility of taking over the Moroccans to be average
0,206,Inca,Morocco,Conquerability,average,We look at the probability of conquering the Moroccans to be average
0,206,Morocco,Germany,Conquerability, bad,We consider the Germans to be a bad target for attack
0,206,Iroquois,Korea,Conquerability, bad,We regard the probability of taking over the Koreans to be bad
0,206,Inca,Korea,Conquerability, bad,Our spies esteem the Koreans as a bad target
0,207,Iroquois,Germany,Conquerability, bad,We perceive the prospect of conquering the Germans to be bad
0,207,Songhai,Kyzyl,Conquerability,average,We consider the possibility of taking over Kyzyl to be average
0,207,Songhai,Bogota,Conquerability,average,We estimate Bogota to be an average target for attack
0,208,Morocco,Songhai,Conquerability,favorable,We acknowledge the prospect of taking over the Songhai to be favorable
0,208,Germany,Korea,Conquerability,impossible,We perceive the Koreans to be an impossible target for attack
0,208,Iroquois,Songhai,Conquerability, bad,We consider the Songhai to be a bad target for attack
0,208,Iroquois,Budapest,Conquerability,impossible, We consider Budapest to be an impossible target for attack
0,210,Inca,Budapest,Conquerability,average,We esteem the hope of taking over Budapest to be average
0,210,Iroquois,Bogota,Conquerability, bad,We report Bogota to be a bad target for attack
0,211,Inca,Korea,Conquerability,average,We estimate the Koreans to be an average target for attack
0,212,Morocco,Iroquois,Conquerability,soft,We regard the Iroquois to be a soft target for attack
0,212,Korea,Iroquois,Conquerability,soft,We estimate the Iroquois to be a soft target for attack
0,212,Germany,Budapest,Conquerability,average,We esteem the possibility of conquering Budapest to be average
0,214,Inca,Songhai,Conquerability,average,We consider the prospect of forcefully dominating the Songhai to be average
0,215,Morocco,Inca,Conquerability, bad,We perceive the probability of forcefully dominating the Incas to be bad
0,215,Iroquois,Germany,Conquerability,impossible,We regard the hope of taking over the Germans to be impossible
0,215,Morocco,Yerevan,Conquerability,average,We consider Yerevan to be an average target for attack
0,215,Korea,Singapore,Conquerability,favorable,We acknowledge the feasibility of conquering Singapore to be favorable
0,215,Korea,Budapest,Conquerability,average,We perceive the possibility of conquering Budapest to be average
0,216,Iroquois,Inca,Conquerability,impossible,We look at the feasibility of taking over the Incas to be impossible
0,216,Iroquois,Florence,Conquerability, bad,We see the possibility of forcefully dominating Florence to be bad
0,217,Inca,Morocco,Conquerability,average,We consider the probability of conquering the Moroccans to be average
0,217,Morocco,Songhai,Conquerability,favorable,We imagine the feasibility of conquering the Songhai to be favorable
0,217,Korea,Kathmandu,Conquerability,soft,We perceive Kathmandu to be a soft target for attack
0,218,Morocco,Inca,Conquerability,average,The Moroccans consider the Incas to be an average target for attack
0,218,Iroquois,Inca,Conquerability,impossible,The Iroquois consider the prospect of conquering the Incas to be impossible
0,218,Songhai,Kathmandu,Conquerability,favorable,We consider the chance of forcefully dominating Kathmandu to be favorable
0,218,Morocco,Mombasa,Conquerability,average,We regard the hope of conquering Mombasa to be average
0,219,Songhai,Morocco,Conquerability, bad,We report the Moroccans to be a bad target for attack
0,219,Songhai,Germany,Conquerability,average,We acknowledge the chance of forcefully dominating the Germans to be average
0,219,Germany,Morocco,Conquerability, bad,We believe the Moroccans to be a bad target for attack
0,219,Germany,Korea,Conquerability,impossible,We report the Koreans to be an impossible target for attack
0,220,Morocco,Germany,Conquerability, bad,We figure the Germans to be a bad target for attack
0,220,Morocco,Songhai,Conquerability,average,The Moroccans esteem the chance of taking over the Songhai to be average
0,221,Inca,Korea,Conquerability,average,The Incas regard the Koreans to be an average target for attack
0,221,Morocco,Singapore,Conquerability,soft,We esteem the hope of forcefully dominating Singapore to be soft
0,222,Inca,Songhai,Conquerability, bad,We regard the chance of conquering the Songhai to be bad
0,222,Morocco,Korea,Conquerability,average,We regard the Koreans to be an average target for attack
0,222,Korea,Morocco,Conquerability, bad,We imagine the feasibility of forcefully dominating the Moroccans to be bad
0,222,Iroquois,Korea,Conquerability, bad,We figure the Koreans to be a bad target for attack
0,222,Korea,Bogota,Conquerability,favorable,We regard Bogota to be a favorable target for attack
0,223,Songhai,Korea,Conquerability,impossible,We believe the Koreans to be an impossible target for attack
0,223,Iroquois,Germany,Conquerability,impossible,We esteem the chance of taking over the Germans to be impossible
0,224,Inca,Panama City,Conquerability,favorable,We figure Panama City to be a favorable target for attack
0,225,Inca,Iroquois,Conquerability,soft,We look at the prospect of forcefully dominating the Iroquois to be soft
0,225,Songhai,Kyzyl,Conquerability,average,We regard Kyzyl to be an average target for attack
0,225,Germany,Panama City,Conquerability,soft,We look at the possibility of taking over Panama City to be soft
0,226,Morocco,Inca,Conquerability, bad,We figure the Incas to be a bad target for attack
0,226,Songhai,Singapore,Conquerability,favorable,We consider the prospect of conquering Singapore to be favorable
0,227,Songhai,Morocco,Conquerability, bad,We report the Moroccans to be a bad target for attack
0,227,Inca,Korea,Conquerability,average,We figure the Koreans to be an average target for attack
0,227,Songhai,Florence,Conquerability,favorable,We figure Florence to be a favorable target for attack
0,228,Iroquois,Songhai,Conquerability,impossible,We consider the feasibility of forcefully dominating the Songhai to be impossible
0,228,Iroquois,Morocco,Conquerability,impossible,We look at the feasibility of conquering the Moroccans to be impossible
0,228,Songhai,Panama City,Conquerability,favorable,We regard Panama City to be a favorable target for attack
0,228,Iroquois,Kyzyl,Conquerability,impossible,We estimate Kyzyl to be an impossible target for attack
0,229,Inca,Florence,Conquerability,soft,We imagine the feasibility of conquering Florence to be soft
0,230,Germany,Inca,Conquerability,favorable,The Germans esteem the probability of forcefully dominating the Incas to be favorable
0,230,Iroquois,Korea,Conquerability, bad,We report the Koreans to be a bad target for attack
0,230,Morocco,Florence,Conquerability,soft,We estimate Florence to be a soft target for attack
0,230,Korea,Florence,Conquerability,average,We see the prospect of forcefully dominating Florence to be average
0,231,Morocco,Korea,Conquerability,soft,We report the Koreans to be a soft target for attack
0,231,Germany,Iroquois,Conquerability,soft,The Germans consider the Iroquois to be a soft target for attack
0,231,Iroquois,Germany,Conquerability,impossible,We esteem the likelihood of forcefully dominating the Germans to be impossible
0,231,Germany,Bogota,Conquerability,soft,We see the possibility of conquering Bogota to be soft
0,231,Korea,Mombasa,Conquerability,average,We perceive Mombasa to be an average target for attack
0,232,Inca,Kathmandu,Conquerability,favorable, We regard Kathmandu to be a favorable target for attack
0,234,Germany,Songhai,Conquerability,soft,We perceive the Songhai to be a soft target for attack
0,234,Korea,Germany,Conquerability,impossible,We consider the Germans to be an impossible target for attack
0,234,Iroquois,Kathmandu,Conquerability,impossible,We perceive the hope of forcefully dominating Kathmandu to be impossible
0,234,Iroquois,Panama City,Conquerability, bad,We estimate Panama City to be a bad target for attack
0,235,Songhai,Morocco,Conquerability,average,We estimate the Moroccans to be an average target for attack
0,235,Inca,Korea,Conquerability,average,We regard the Koreans to be an average target for attack
0,235,Morocco,Songhai,Conquerability,average,We regard the Songhai to be an average target for attack
0,235,Germany,Inca,Conquerability,soft,We believe the Incas to be a soft target for attack
0,235,Iroquois,Morocco,Conquerability,impossible,We acknowledge the prospect of taking over the Moroccans to be impossible
0,235,Morocco,Mombasa,Conquerability,favorable,We perceive the feasibility of forcefully dominating Mombasa to be favorable
0,236,Morocco,Iroquois,Conquerability,soft,We consider the Iroquois to be a soft target for attack
0,236,Germany,Iroquois,Conquerability,soft,We believe the Iroquois to be a soft target for attack
0,236,Germany,Kyzyl,Conquerability,favorable,We regard Kyzyl to be a favorable target for attack
0,237,Germany,Morocco,Conquerability,average,The Germans perceive the likelihood of forcefully dominating the Moroccans to be average
0,237,Songhai,Korea,Conquerability,favorable,We believe the Koreans to be a favorable target for attack
0,238,Iroquois,Songhai,Conquerability,impossible,We estimate the Songhai to be an impossible target for attack
0,238,Iroquois,Inca,Conquerability,impossible,We figure the Incas to be an impossible target for attack
0,239,Songhai,Iroquois,Conquerability,average,We see the hope of conquering the Iroquois to be average
0,239,Inca,Morocco,Conquerability, bad,We regard the Moroccans to be a bad target for attack
0,240,Morocco,Korea,Conquerability,soft,We believe the Koreans to be a soft target for attack
0,241,Germany,Korea,Conquerability,soft,We esteem the chance of forcefully dominating the Koreans to be soft
0,243,Korea,Germany,Conquerability,impossible,We perceive the Germans to be an impossible target for attack
0,243,Songhai,Budapest,Conquerability,favorable,We believe Budapest to be a favorable target for attack
0,243,Korea,Panama City,Conquerability,average,We look at the likelihood of taking over Panama City to be average
0,243,Iroquois,Kyzyl,Conquerability,impossible,We acknowledge the chance of forcefully dominating Kyzyl to be impossible
0,244,Korea,Songhai,Conquerability, bad,We perceive the Songhai to be a bad target for attack
0,244,Morocco,Ife,Conquerability,soft,We esteem the prospect of conquering Ife to be soft
0,245,Songhai,Panama City,Conquerability,favorable,We look at the prospect of taking over Panama City to be favorable
0,245,Korea,Ife,Conquerability,favorable,We imagine the feasibility of taking over Ife to be favorable
0,246,Songhai,Iroquois,Conquerability,soft,We see the possibility of taking over the Iroquois to be soft
0,246,Inca,Songhai,Conquerability, bad,We look at the likelihood of taking over the Songhai to be bad
0,246,Inca,Florence,Conquerability,favorable,We estimate Florence to be a favorable target for attack
0,246,Iroquois,Budapest,Conquerability,impossible,We consider Budapest to be an impossible target for attack
0,247,Germany,Morocco,Conquerability,average,We believe the Moroccans to be an average target for attack
0,247,Korea,Singapore,Conquerability,favorable,We perceive Singapore to be a favorable target for attack
0,248,Morocco,Inca,Conquerability,average,We esteem the chance of forcefully dominating the Incas to be average
0,248,Songhai,Inca,Conquerability,favorable,The Songhai regard the feasibility of forcefully dominating the Incas to be favorable
0,248,Korea,Iroquois,Conquerability,average,We believe the Iroquois to be an average target for attack
0,248,Iroquois,Songhai,Conquerability,impossible,We regard the Songhai to be an impossible target for attack
0,248,Iroquois,Germany,Conquerability, bad,We perceive the hope of conquering the Germans to be bad
0,248,Iroquois,Germany,Conquerability, bad,Our spies regard the Germans as a bad target
0,249,Inca,Germany,Conquerability,impossible,We imagine the possibility of forcefully dominating the Germans to be impossible
0,249,Germany,Morocco,Conquerability,favorable,The Germans consider the Moroccans to be a favorable target for attack
0,249,Iroquois,Morocco,Conquerability,impossible,We look at the probability of conquering the Moroccans to be impossible
0,249,Morocco,Germany,Conquerability, bad,We perceive the Germans to be a bad target for attack
0,249,Morocco,Germany,Conquerability, bad,Our agents regard the Germans as a bad target
0,249,Korea,Inca,Conquerability,average,The Koreans regard the possibility of conquering the Incas to be average
0,249,Germany,Iroquois,Conquerability,soft,Our diplomatic cables regard the Iroquois as a soft target
0,249,Korea,Kathmandu,Conquerability, bad,We report Kathmandu to be a bad target for attack
0,249,Iroquois,Ife,Conquerability,impossible,We regard Ife to be an impossible target for attack
0,250,Inca,Budapest,Conquerability, bad,We consider Budapest to be a bad target for attack
0,251,Inca,Korea,Conquerability,average,The Incas imagine the prospect of taking over the Koreans to be average
0,251,Korea,Iroquois,Conquerability,average,The Koreans figure the Iroquois to be an average target for attack
0,251,Songhai,Kathmandu,Conquerability,average,We consider Kathmandu to be an average target for attack
0,251,Germany,Singapore,Conquerability,soft,We esteem the chance of forcefully dominating Singapore to be soft
0,252,Germany,Korea,Conquerability,soft,We estimate the Koreans to be a soft target for attack
0,252,Iroquois,Bogota,Conquerability,impossible,We acknowledge the hope of taking over Bogota to be impossible
0,252,Iroquois,Yerevan,Conquerability,impossible,We regard the likelihood of conquering Yerevan to be impossible
0,253,Songhai,Iroquois,Conquerability,soft,We look at the probability of forcefully dominating the Iroquois to be soft
0,254,Inca,Songhai,Conquerability,average,We consider the Songhai to be an average target for attack
0,254,Germany,Songhai,Conquerability,soft,We see the prospect of taking over the Songhai to be soft
0,254,Iroquois,Morocco,Conquerability,impossible,We look at the possibility of forcefully dominating the Moroccans to be impossible
0,255,Germany,Morocco,Conquerability,soft,We regard the Moroccans to be a soft target for attack
0,255,Korea,Morocco,Conquerability,average,We estimate the Moroccans to be an average target for attack
0,255,Iroquois,Inca,Conquerability,impossible,The Iroquois acknowledge the feasibility of conquering the Incas to be impossible
0,255,Songhai,Germany,Conquerability, bad,Our diplomatic cables imagine the Germans as a bad target
0,255,Songhai,Korea,Conquerability,favorable,We perceive the Koreans to be a favorable target for attack
0,255,Korea,Songhai,Conquerability, bad,We regard the feasibility of conquering the Songhai to be bad
0,256,Morocco,Germany,Conquerability,impossible,We perceive the Germans to be an impossible target for attack
0,256,Iroquois,Germany,Conquerability, bad,We look at the feasibility of forcefully dominating the Germans to be bad
0,257,Inca,Iroquois,Conquerability,average,We imagine the chance of forcefully dominating the Iroquois to be average
0,257,Songhai,Ife,Conquerability,average,We believe Ife to be an average target for attack
0,257,Germany,Florence,Conquerability,soft,We imagine the hope of forcefully dominating Florence to be soft
0,257,Germany,Budapest,Conquerability,soft,We perceive the feasibility of conquering Budapest to be soft
0,259,Songhai,Iroquois,Conquerability,soft,The Songhai perceive the likelihood of conquering the Iroquois to be soft
0,259,Inca,Germany,Conquerability,impossible,We estimate the Germans to be an impossible target for attack
0,259,Inca,Korea,Conquerability,average,We perceive the feasibility of forcefully dominating the Koreans to be average
0,259,Morocco,Inca,Conquerability,average, We believe the Incas to be an average target for attack
0,259,Inca,Iroquois,Conquerability,soft,The Incas estimate the Iroquois to be a soft target for attack
0,259,Germany,Inca,Conquerability,soft,We acknowledge the hope of taking over the Incas to be soft
0,259,Germany,Iroquois,Conquerability,soft,We report the Iroquois to be a soft target for attack
0,259,Songhai,Singapore,Conquerability,favorable,We imagine the possibility of conquering Singapore to be favorable
0,260,Songhai,Iroquois,Conquerability,soft,We consider the Iroquois to be a soft target for attack
0,260,Iroquois,Korea,Conquerability, bad,We regard the Koreans to be a bad target for attack
0,261,Inca,Morocco,Conquerability, bad,We consider the Moroccans to be a bad target for attack
0,261,Morocco,Iroquois,Conquerability,soft,We believe the Iroquois to be a soft target for attack
0,261,Korea,Germany,Conquerability, bad,We see the possibility of forcefully dominating the Germans to be bad
0,261,Songhai,Mombasa,Conquerability,favorable,We regard Mombasa to be a favorable target for attack
0,261,Germany,Ife,Conquerability,soft,We perceive Ife to be a soft target for attack
0,262,Inca,Songhai,Conquerability,average,We acknowledge the chance of forcefully dominating the Songhai to be average
0,262,Iroquois,Kathmandu,Conquerability,favorable,We estimate Kathmandu to be a favorable target for attack
0,263,Germany,Korea,Conquerability,soft,We report the Koreans to be a soft target for attack
0,263,Songhai,Germany,Conquerability, bad,The Songhai esteem the chance of forcefully dominating the Germans to be bad
0,263,Inca,Florence,Conquerability,soft,We acknowledge the hope of conquering Florence to be soft
0,263,Korea,Kyzyl,Conquerability,favorable,We perceive the prospect of conquering Kyzyl to be favorable
0,263,Iroquois,Singapore,Conquerability,average, We figure Singapore to be an average target for attack
0,264,Germany,Kathmandu,Conquerability,soft,We acknowledge the possibility of forcefully dominating Kathmandu to be soft
0,265,Inca,Iroquois,Conquerability,soft,We esteem the possibility of taking over the Iroquois to be soft
0,265,Inca,Yerevan,Conquerability,average,We perceive the hope of conquering Yerevan to be average
0,265,Morocco,Yerevan,Conquerability,average,We regard Yerevan to be an average target for attack
0,266,Korea,Songhai,Conquerability,average,We estimate the Songhai to be an average target for attack
0,266,Korea,Morocco,Conquerability,favorable,We report the Moroccans to be a favorable target for attack
0,266,Iroquois,Bogota,Conquerability,average,We report Bogota to be an average target for attack
0,267,Germany,Songhai,Conquerability,favorable,We acknowledge the likelihood of conquering the Songhai to be favorable
0,267,Songhai,Florence,Conquerability,soft,We figure Florence to be a soft target for attack
0,268,Iroquois,Songhai,Conquerability,impossible,We perceive the Songhai to be an impossible target for attack
0,269,Inca,Germany,Conquerability, bad,We report the Germans to be a bad target for attack
0,269,Germany,Morocco,Conquerability,favorable,We regard the Moroccans to be a favorable target for attack
0,270,Inca,Korea,Conquerability, bad,The Incas acknowledge the feasibility of conquering the Koreans to be bad
0,270,Germany,Iroquois,Conquerability,soft,We regard the chance of taking over the Iroquois to be soft
0,270,Songhai,Singapore,Conquerability,soft,We imagine the possibility of conquering Singapore to be soft
0,270,Inca,Budapest,Conquerability,average,We perceive the hope of forcefully dominating Budapest to be average
0,271,Morocco,Songhai,Conquerability, bad,We believe the Songhai to be a bad target for attack
0,271,Iroquois,Korea,Conquerability,impossible,We consider the possibility of taking over the Koreans to be impossible
0,273,Songhai,Inca,Conquerability,impossible,We regard the probability of forcefully dominating the Incas to be impossible
0,274,Songhai,Iroquois,Conquerability,soft,We perceive the Iroquois to be a soft target for attack
0,275,Iroquois,Songhai,Conquerability, bad,The Iroquois regard the Songhai to be a bad target for attack
