,Turn,Civ1,Civ2,Relation,Value,Cable
0,337,Morocco,Korea,Confidence,Unsure,The Moroccans diplomatic cables are not very certain in this estimate
0,341,Morocco,Germany,Confidence,Unsure,The Moroccans intelligence officers are not very certain in this assessment
0,341,Germany,Inca,Confidence,Completely sure,This report comes from an acutely confident source
0,343,Korea,Germany,Confidence,Unsure,This assessment comes from a not very convinced source
0,344,Korea,Songhai,Confidence,Unsure,This hypothesis comes from a not at all convinced source
0,344,Korea,Inca,Confidence,Completely sure,Our agents are quite confident in this hypothesis
0,345,Germany,Korea,Confidence,Unsure,This report comes from a not very certain source
0,345,Germany,Songhai,Confidence,Unsure,This report comes from a not at all convinced source
0,346,Songhai,Morocco,Confidence,Completely sure,This assessment comes from a not very confident source
0,349,Germany,Morocco,Confidence,Unsure,Our agents are not very sure in this estimate
0,353,Songhai,Inca,Confidence,Very sure,This assessment comes from a much certain source
0,354,Germany,Korea,Confidence,Unsure,Our spies are not very sure in this report
0,356,Songhai,Inca,Confidence,Completely sure,This hypothesis comes from an acutely convinced source
0,356,Germany,Morocco,Confidence,Unsure,This report comes from a not very convinced source
0,357,Songhai,Morocco,Confidence,Completely sure,This assessment comes from a not very confident source
0,357,Morocco,Germany,Confidence,Unsure,This assessment comes from a not very convinced source
0,360,Inca,Morocco,Confidence,Completely sure,Our intelligence officers are not very confident in this assessment
0,360,Inca,Korea,Confidence,Unsure,Our spies are not very convinced in this assessment
0,361,Morocco,Korea,Confidence,Unsure,Our spies are not very certain in this estimate
0,364,Korea,Inca,Confidence,Completely sure,Our intelligence officers are thoroughly sure in this report
0,365,Songhai,Inca,Confidence,Completely sure,Our diplomatic cables are thoroughly certain in this estimate
0,365,Germany,Inca,Confidence,Very sure,This estimate comes from a quite convinced source
0,368,Inca,Songhai,Confidence,Unsure,This report comes from a not very certain source
0,370,Morocco,Korea,Confidence,Unsure,Our diplomatic cables are not very sure in this report
0,371,Inca,Germany,Confidence,Completely sure,Our agents are not very confident in this hypothesis
0,371,Morocco,Songhai,Confidence,Unsure,This hypothesis comes from a not very sure source
0,372,Korea,Songhai,Confidence,Very sure,This estimate comes from a much convinced source
0,373,Songhai,Morocco,Confidence,Completely sure,This estimate comes from a not very confident source
0,375,Korea,Inca,Confidence,Completely sure,This estimate comes from a quite confident source
0,378,Morocco,Germany,Confidence,Unsure,Our diplomatic cables are not very convinced in this estimate
0,378,Korea,Morocco,Confidence,Unsure,This assessment comes from a not very sure source
0,379,Songhai,Korea,Confidence,Completely sure,Our agents are not very confident in this hypothesis
0,379,Songhai,Korea,Confidence,Unsure,This hypothesis comes from a not very sure source
0,379,Morocco,Korea,Confidence,Unsure,This assessment comes from a not very sure source
0,381,Morocco,Songhai,Confidence,Unsure,This assessment comes from a not very sure source
0,382,Korea,Morocco,Confidence,Completely sure,This estimate comes from a not very confident source
0,383,Songhai,Inca,Confidence,Completely sure,Our spies are most confident in this assessment
0,384,Germany,Morocco,Confidence,Unsure,Our spies are not very certain in this assessment
0,385,Korea,Inca,Confidence,Completely sure,This report comes from a quite confident source
0,386,Inca,Korea,Confidence,Unsure,This hypothesis comes from a not very certain source
0,386,Korea,Songhai,Confidence,Unsure,This assessment comes from a not very convinced source
0,389,Morocco,Korea,Confidence,Unsure,Our diplomatic cables are not very certain in this assessment
0,390,Morocco,Songhai,Confidence,Completely sure,This hypothesis comes from a not very confident source
0,390,Korea,Inca,Confidence,Unsure,The Koreans diplomatic cables are not very convinced in this report
0,392,Songhai,Inca,Confidence,Very sure,This estimate comes from a quite convinced source
0,393,Inca,Morocco,Confidence,Unsure,This hypothesis comes from a not very convinced source
0,393,Korea,Songhai,Confidence,Unsure,Our intelligence officers are not very certain in this assessment
0,398,Germany,Inca,Confidence,Very sure,Our intelligence officers are much sure in this report
0,400,Korea,Songhai,Confidence,Unsure,This estimate comes from a not very sure source
0,401,Songhai,Germany,Confidence,Unsure,This hypothesis comes from a not very sure source
0,401,Inca,Germany,Confidence,Unsure,The Incas agents are not very convinced in this report
0,404,Korea,Morocco,Confidence,Unsure,This estimate comes from a not very convinced source
0,407,Inca,Korea,Confidence,Unsure,The Incas spies are not very convinced in this hypothesis
0,408,Inca,Songhai,Confidence,Unsure,This hypothesis comes from a not very certain source
0,408,Korea,Germany,Confidence,Completely sure,This hypothesis comes from a most certain source
0,410,Inca,Korea,Confidence,Unsure,Our sources are not very sure in this report
0,412,Inca,Germany,Confidence,Completely sure,This estimate comes from a very confident source
0,412,Germany,Inca,Confidence,Completely sure,This estimate comes from a most confident source
0,413,Germany,Morocco,Confidence,Unsure,Our spies are not very convinced in this hypothesis
0,415,Songhai,Morocco,Confidence,Unsure,Our intelligence officers are not very sure in this assessment
0,415,Korea,Inca,Confidence,Very sure,This estimate comes from a very certain source
0,416,Germany,Korea,Confidence,Unsure,The Germans intelligence officers are not very convinced in this estimate
0,417,Morocco,Korea,Confidence,Completely sure,Our spies are acutely certain in this report
0,421,Songhai,Korea,Confidence,Very sure,This hypothesis comes from a very sure source
0,421,Morocco,Germany,Confidence,Completely sure,This hypothesis comes from a not very confident source
0,421,Germany,Korea,Confidence,Completely sure,Our diplomatic cables are quite confident in this assessment
0,426,Inca,Morocco,Confidence,Unsure,This report comes from a not very convinced source
0,427,Korea,Songhai,Confidence,Unsure,The Koreans intelligence officers are not very sure in this hypothesis
0,427,Inca,Morocco,Confidence,Very sure,The Incas intelligence officers are quite sure in this report
0,427,Korea,Inca,Confidence,Unsure,This hypothesis comes from a not very sure source
0,428,Songhai,Inca,Confidence,Unsure,This hypothesis comes from a not very sure source
0,430,Morocco,Germany,Confidence,Unsure,Our agents are not very sure in this report
0,430,Germany,Morocco,Confidence,Unsure,This assessment comes from a not very convinced source
0,431,Songhai,Morocco,Confidence,Unsure,This hypothesis comes from a not very sure source
0,432,Songhai,Korea,Confidence,Very sure,The Songhais spies are very convinced in this report
0,433,Morocco,Korea,Confidence,Unsure,The Moroccans agents are not very convinced in this estimate
0,434,Inca,Germany,Confidence,Completely sure,Our sources are not very confident in this estimate
0,435,Morocco,Songhai,Confidence,Unsure,The Moroccans spies are not very convinced in this estimate
0,436,Germany,Songhai,Confidence,Very sure,The Germans diplomatic cables are much certain in this hypothesis
0,436,Morocco,Germany,Confidence,Unsure,Our intelligence officers are not very convinced in this estimate
0,438,Korea,Morocco,Confidence,Unsure,This hypothesis comes from a not very convinced source
0,444,Inca,Korea,Confidence,Very sure,Our spies are much sure in this hypothesis
0,445,Morocco,Songhai,Confidence,Very sure,This assessment comes from a quite convinced source
0,445,Inca,Germany,Confidence,Very sure,This hypothesis comes from a quite certain source
0,446,Morocco,Inca,Confidence,Unsure,This report comes from a not very convinced source
0,455,Songhai,Morocco,Confidence,Unsure,Our spies are not very sure in this assessment
0,455,Songhai,Germany,Confidence,Somewhat sure,This assessment comes from a somewhat sure source
0,456,Germany,Morocco,Confidence,Very sure,Our sources are quite convinced in this hypothesis
0,456,Korea,Songhai,Confidence,Very sure,This estimate comes from a much convinced source
0,459,Inca,Morocco,Confidence,Completely sure,Our diplomatic cables are very confident in this report
0,460,Korea,Morocco,Confidence,Very sure,This estimate comes from a much convinced source
0,460,Korea,Morocco,Confidence,Unsure,Our intelligence officers are not very certain in this estimate
0,462,Korea,Morocco,Confidence,Very sure,Our sources are quite convinced in this estimate
0,464,Morocco,Korea,Confidence,Completely sure,This estimate comes from a thoroughly sure source
0,464,Inca,Korea,Confidence,Completely sure,Our sources are very confident in this report
0,466,Germany,Korea,Confidence,Completely sure,This assessment comes from a most confident source
0,470,Korea,Songhai,Confidence,Completely sure,Our intelligence officers are thoroughly convinced in this hypothesis
0,473,Songhai,Germany,Confidence,Somewhat sure,This assessment comes from a somewhat convinced source
0,474,Songhai,Germany,Confidence,Somewhat sure,Our agents are somewhat convinced in this report
0,479,Morocco,Songhai,Confidence,Very sure,The Moroccans spies are much convinced in this hypothesis
0,480,Inca,Songhai,Confidence,Completely sure,Our sources are not very confident in this estimate
0,482,Germany,Inca,Confidence,Unsure,This assessment comes from a not very sure source
0,483,Songhai,Germany,Confidence,Somewhat sure,Our intelligence officers are somewhat convinced in this hypothesis
0,483,Korea,Morocco,Confidence,Completely sure,This report comes from a most certain source
0,483,Germany,Inca,Confidence,Very sure,Our diplomatic cables are quite sure in this assessment
0,487,Songhai,Morocco,Confidence,Completely sure,This assessment comes from a very confident source
0,489,Germany,Korea,Confidence,Completely sure,This report comes from a most confident source
0,489,Morocco,Inca,Confidence,Somewhat sure,The Moroccans sources are somewhat certain in this assessment
0,490,Morocco,Songhai,Confidence,Completely sure,This report comes from a somewhat confident source
0,491,Germany,Morocco,Confidence,Very sure,Our diplomatic cables are very sure in this assessment
0,492,Morocco,Germany,Confidence,Unsure,Our sources are not very certain in this report
0,498,Germany,Morocco,Confidence,Completely sure,This report comes from an acutely confident source
0,499,Morocco,Germany,Confidence,Very sure,This estimate comes from a very sure source
